sourceIP,sourceTransportPort,destinationIP,destinationTransportPort,protocolIdentifier,flowStartSeconds,Throughput Standard Deviation,EWMA,ARIMA,Throughputs,EWMA Anomaly(T/F),ARIMA Anomaly(T/F),DBSCAN Anomaly(T/F)
10.10.1.36,41403,10.10.0.3,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.1.25,58768,10.10.1.33,5201,6,2022-08-08T06:43:17.000-07:00,2.266417458083275E7,"[5.0054793695E9, 7.50899524475E9, 8.762314274875E9, 9.3876114764375E9, 9.70018569021875E9, 9.857916248109375E9, 9.935727218054688E9, 9.973007325527344E9, 9.990180068763672E9, 1.0003551957381836E10, 1.0009240861690918E10, 1.0014194881845459E10, 1.001303900392273E10, 1.0012807197961365E10, 1.0009320699480682E10, 1.0011246685740341E10, 1.001351917937017E10, 1.0016538245685085E10, 1.0015138716342543E10, 1.0013361913171272E10, 1.0015143929085636E10, 1.0013877465042818E10, 1.0012712623521408E10, 1.0012293841260704E10, 1.0014562341130352E10, 1.0009976797565176E10, 1.0011901080282589E10, 1.0012223605641294E10, 1.0007215896820648E10, 1.0012029599410324E10, 1.0013392306705162E10, 1.0012861421852581E10, 1.001213639242629E10, 1.0012317847213146E10, 1.0012006181106573E10, 1.0014879248553288E10, 9.985897208276644E9, 9.99504370313832E9, 1.000495960656916E10, 1.000804795328458E10, 1.001228907414229E10, 1.0011627957571144E10, 1.0013370266785572E10, 1.0015283509392786E10, 1.0010739912696392E10, 1.0010376084348196E10, 1.0011960656174099E10, 1.001386791208705E10, 1.0013698807043526E10, 1.0013712833521763E10, 1.0075596806760881E10, 1.004432591688044E10, 1.003156460144022E10, 9.99880913722011E9, 1.0006338093110054E10, 1.0012554683055027E10, 1.0013652493527514E10, 1.0014130032263756E10, 1.0012228120131878E10, 9.965737068065939E9]","[1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776, 1.047166924252776]","[10010958739.000000000000000000, 10012511120.000000000000000000, 10015633305.000000000000000000, 10012908678.000000000000000000, 10012759904.000000000000000000, 10015646806.000000000000000000, 10013538188.000000000000000000, 10010287433.000000000000000000, 10007352812.000000000000000000, 10016923846.000000000000000000, 10014929766.000000000000000000, 10019148902.000000000000000000, 10011883126.000000000000000000, 10012575392.000000000000000000, 10005834201.000000000000000000, 10013172672.000000000000000000, 10015791673.000000000000000000, 10019557312.000000000000000000, 10013739187.000000000000000000, 10011585110.000000000000000000, 10016925945.000000000000000000, 10012611001.000000000000000000, 10011547782.000000000000000000, 10011875059.000000000000000000, 10016830841.000000000000000000, 10005391254.000000000000000000, 10013825363.000000000000000000, 10012546131.000000000000000000, 10002208188.000000000000000000, 10016843302.000000000000000000, 10014755014.000000000000000000, 10012330537.000000000000000000, 10011411363.000000000000000000, 10012499302.000000000000000000, 10011694515.000000000000000000, 10017752316.000000000000000000, 9956915168.000000000000000000, 10004190198.000000000000000000, 10014875510.000000000000000000, 10011136300.000000000000000000, 10016530195.000000000000000000, 10010966841.000000000000000000, 10015112576.000000000000000000, 10017196752.000000000000000000, 10006196316.000000000000000000, 10010012256.000000000000000000, 10013545228.000000000000000000, 10015775168.000000000000000000, 10013529702.000000000000000000, 10013726860.000000000000000000, 10137480780.000000000000000000, 10013055027.000000000000000000, 10018803286.000000000000000000, 9966053673.000000000000000000, 10013867049.000000000000000000, 10018771273.000000000000000000, 10014750304.000000000000000000, 10014607571.000000000000000000, 10010326208.000000000000000000, 9919246016.000000000000000000]","[true, true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, true, true, false, true, false, false, false, false, false, true]","[true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]","[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
10.10.1.36,43110,10.10.0.3,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.1.25,53054,10.10.1.33,5201,6,2022-08-08T09:53:34.000-07:00,13.435028842544403,"[0.0, 9.5]","","[0E-18, 19.000000000000000000]","[false, false]",[false],"[true, true]"
10.10.1.25,47184,10.10.1.33,5201,6,2022-08-08T05:06:46.000-07:00,13.435028842544403,"[0.0, 9.5]","","[0E-18, 19.000000000000000000]","[false, false]",[false],"[true, true]"
10.10.1.25,35886,10.10.1.33,5201,6,2022-08-08T17:37:25.000-07:00,9.540143197284612E7,"[2.5032900335E9, 3.81938645475E9, 4.413048537375E9, 4.7100000186875E9, 4.85747747334375E9, 4.932293568671875E9, 4.9688739873359375E9, 4.988235326167969E9, 4.998752415083984E9, 5.003413546541992E9, 5.005087104270996E9, 5.007142940635498E9, 5.007568438317749E9, 5.0072799071588745E9, 5.008139411079437E9, 5.007468587039719E9, 5.007970739519859E9, 5.00717281425993E9, 5.007472909129965E9, 5.010165632064982E9, 5.009109372532492E9, 5.008587649266246E9, 5.007853798633123E9, 5.006763958316562E9, 5.006311495658281E9, 5.006597127829141E9, 5.00733546441457E9, 5.006828200707285E9, 5.005941941853642E9, 5.007208399426821E9, 5.00686272421341E9, 5.006902461106705E9, 5.006907886553352E9, 5.006303187776676E9, 5.007381414388338E9, 5.006515699194169E9, 5.006748844597084E9, 5.006998340298542E9, 5.007303322149271E9, 5.0076394160746355E9, 5.006735236037317E9, 5.007354696018659E9, 5.007301988009329E9, 5.007492379504664E9, 5.007263600752333E9, 5.007643116876166E9, 5.007193094438084E9, 5.007928441219042E9, 5.008070134109521E9, 5.00752943155476E9, 5.00871723727738E9, 5.00835609663869E9, 5.007632284319345E9, 5.007215028159673E9, 5.007392920079836E9, 5.006761327039918E9, 5.0067663175199585E9, 5.007955843259979E9, 5.00691614362999E9, 4.644358311814995E9]","","[5006580067.000000000000000000, 5135482876.000000000000000000, 5006710620.000000000000000000, 5006951500.000000000000000000, 5004954928.000000000000000000, 5007109664.000000000000000000, 5005454406.000000000000000000, 5007596665.000000000000000000, 5009269504.000000000000000000, 5008074678.000000000000000000, 5006760662.000000000000000000, 5009198777.000000000000000000, 5007993936.000000000000000000, 5006991376.000000000000000000, 5008998915.000000000000000000, 5006797763.000000000000000000, 5008472892.000000000000000000, 5006374889.000000000000000000, 5007773004.000000000000000000, 5012858355.000000000000000000, 5008053113.000000000000000000, 5008065926.000000000000000000, 5007119948.000000000000000000, 5005674118.000000000000000000, 5005859033.000000000000000000, 5006882760.000000000000000000, 5008073801.000000000000000000, 5006320937.000000000000000000, 5005055683.000000000000000000, 5008474857.000000000000000000, 5006517049.000000000000000000, 5006942198.000000000000000000, 5006913312.000000000000000000, 5005698489.000000000000000000, 5008459641.000000000000000000, 5005649984.000000000000000000, 5006981990.000000000000000000, 5007247836.000000000000000000, 5007608304.000000000000000000, 5007975510.000000000000000000, 5005831056.000000000000000000, 5007974156.000000000000000000, 5007249280.000000000000000000, 5007682771.000000000000000000, 5007034822.000000000000000000, 5008022633.000000000000000000, 5006743072.000000000000000000, 5008663788.000000000000000000, 5008211827.000000000000000000, 5006988729.000000000000000000, 5009905043.000000000000000000, 5007994956.000000000000000000, 5006908472.000000000000000000, 5006797772.000000000000000000, 5007570812.000000000000000000, 5006129734.000000000000000000, 5006771308.000000000000000000, 5009145369.000000000000000000, 5005876444.000000000000000000, 4281800480.000000000000000000]","[true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]",[false],"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]"
10.10.1.36,51456,10.10.0.3,53,6,2022-08-11T05:03:53.000-07:00,"",[292.0],"",[584.000000000000000000],[false],[false],[true]
10.10.1.36,48244,10.10.0.2,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.1.25,38496,10.10.1.33,5201,6,2022-08-08T17:58:00.000-07:00,5.3281118354712434E7,"[4.0052930365E9, 6.00892947025E9, 7.001337797125E9, 7.5048629560625E9, 7.75845990653125E9, 7.884544039265625E9, 7.9476748916328125E9, 7.978292917816406E9, 7.994792844408203E9, 8.000068825204102E9, 8.005467991602051E9, 8.009558662801025E9, 8.010149331400513E9, 8.011097599700256E9, 8.010664266850128E9, 8.010494369925064E9, 8.011017490462532E9, 8.011409425231266E9, 8.010575936615633E9, 8.0120417473078165E9, 8.009891667153908E9, 8.010442819076954E9, 8.010682942038477E9, 8.011102114019238E9, 8.011423116009619E9, 8.011908434504809E9, 8.012428741752405E9, 8.012709733876203E9, 8.013852234938101E9, 8.01154319896905E9, 8.011688672984526E9, 8.012066808492263E9, 8.012094693746132E9, 8.013034261873066E9, 8.012126752936533E9, 8.0146293954682665E9, 8.012798995234133E9, 8.012463339117066E9, 8.010571600558533E9, 8.009166940779266E9, 8.009354026889633E9, 8.009713309444817E9, 8.010712763222408E9, 8.012412279111204E9, 8.012445947555602E9, 8.0119163207778015E9, 8.011177168388901E9, 8.01233300319445E9, 8.011205243597225E9, 8.012005434298613E9, 8.012654686649306E9, 8.012551151824654E9, 8.012194458912327E9, 8.011849939456163E9, 8.012077804728082E9, 8.01285940136404E9, 8.01307275668202E9, 8.01213080684101E9, 8.012097031920506E9, 7.805606222960253E9]","[Infinity, Infinity, Infinity, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[8010586073.000000000000000000, 8012565904.000000000000000000, 7993746124.000000000000000000, 8008388115.000000000000000000, 8012056857.000000000000000000, 8010628172.000000000000000000, 8010805744.000000000000000000, 8008910944.000000000000000000, 8011292771.000000000000000000, 8005344806.000000000000000000, 8010867158.000000000000000000, 8013649334.000000000000000000, 8010740000.000000000000000000, 8012045868.000000000000000000, 8010230934.000000000000000000, 8010324473.000000000000000000, 8011540611.000000000000000000, 8011801360.000000000000000000, 8009742448.000000000000000000, 8013507558.000000000000000000, 8007741587.000000000000000000, 8010993971.000000000000000000, 8010923065.000000000000000000, 8011521286.000000000000000000, 8011744118.000000000000000000, 8012393753.000000000000000000, 8012949049.000000000000000000, 8012990726.000000000000000000, 8014994736.000000000000000000, 8009234163.000000000000000000, 8011834147.000000000000000000, 8012444944.000000000000000000, 8012122579.000000000000000000, 8013973830.000000000000000000, 8011219244.000000000000000000, 8017132038.000000000000000000, 8010968595.000000000000000000, 8012127683.000000000000000000, 8008679862.000000000000000000, 8007762281.000000000000000000, 8009541113.000000000000000000, 8010072592.000000000000000000, 8011712217.000000000000000000, 8014111795.000000000000000000, 8012479616.000000000000000000, 8011386694.000000000000000000, 8010438016.000000000000000000, 8013488838.000000000000000000, 8010077484.000000000000000000, 8012805625.000000000000000000, 8013303939.000000000000000000, 8012447617.000000000000000000, 8011837766.000000000000000000, 8011505420.000000000000000000, 8012305670.000000000000000000, 8013640998.000000000000000000, 8013286112.000000000000000000, 8011188857.000000000000000000, 8012063257.000000000000000000, 7599115414.000000000000000000]","[true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]","[true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]","[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]"
10.10.1.36,41084,185.199.110.133,443,6,2022-08-11T05:03:53.000-07:00,54.5,"[0.0, 0.0, 0.0, 54.5]","[0.0, 0.0, 0.0, 0.0]","[0E-18, 0E-18, 0E-18, 109.000000000000000000]","[false, false, false, false]","[false, false, false, true]","[false, false, false, false]"
10.10.1.36,44823,10.10.0.3,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.1.25,52374,10.10.1.33,5201,6,2022-08-08T19:54:35.000-07:00,9.703468635467678E7,"[2.003690016E9, 3.005303984E9, 3.504887646E9, 3.7550827365E9, 3.88028451525E9, 3.942860073625E9, 3.9736627708125E9, 3.98949958540625E9, 3.997850390703125E9, 4.0016985328515625E9, 4.0037007959257812E9, 4.0041662824628906E9, 4.0055409952314453E9, 4.0051876511157227E9, 4.0055656350578613E9, 4.0056631070289307E9, 4.0060832075144653E9, 4.0063316657572327E9, 4.0064278838786163E9, 4.005974688939308E9, 4.005340793969654E9, 4.005848230484827E9, 4.0061108927424135E9, 4.0058267868712068E9, 4.005973506935603E9, 4.0047866204678016E9, 4.005174146733901E9, 4.0054284573669505E9, 4.0051987771834755E9, 4.0053579995917377E9, 4.005445889295869E9, 4.0054083971479344E9, 4.005499084573967E9, 4.0054139452869835E9, 4.0051700331434917E9, 4.004833483571746E9, 4.005224648785873E9, 4.0055117353929367E9, 4.0066865056964684E9, 4.006041601348234E9, 4.005594947674117E9, 4.0060216913370585E9, 4.0056883941685295E9, 4.0050119760842648E9, 4.0052005095421324E9, 4.005020126771066E9, 4.0052883093855333E9, 4.0055426506927667E9, 4.005019949346383E9, 4.0055040416731915E9, 4.0056925343365955E9, 4.005165419168298E9, 4.005678232584149E9, 4.005200760792074E9, 4.005686792896037E9, 4.0056240139480186E9, 4.0056413249740095E9, 4.0058236304870048E9, 3.6330478277435026E9]","","[4007380032.000000000000000000, 4006917952.000000000000000000, 4004471308.000000000000000000, 4005277827.000000000000000000, 4005486294.000000000000000000, 4005435632.000000000000000000, 4004465468.000000000000000000, 4005336400.000000000000000000, 4006201196.000000000000000000, 4005546675.000000000000000000, 4005703059.000000000000000000, 4004631769.000000000000000000, 4006915708.000000000000000000, 4004834307.000000000000000000, 4005943619.000000000000000000, 4005760579.000000000000000000, 4006503308.000000000000000000, 4006580124.000000000000000000, 4006524102.000000000000000000, 4005521494.000000000000000000, 4004706899.000000000000000000, 4006355667.000000000000000000, 4006373555.000000000000000000, 4005542681.000000000000000000, 4006120227.000000000000000000, 4003599734.000000000000000000, 4005561673.000000000000000000, 4005682768.000000000000000000, 4004969097.000000000000000000, 4005517222.000000000000000000, 4005533779.000000000000000000, 4005370905.000000000000000000, 4005589772.000000000000000000, 4005328806.000000000000000000, 4004926121.000000000000000000, 4004496934.000000000000000000, 4005615814.000000000000000000, 4005798822.000000000000000000, 4007861276.000000000000000000, 4005396697.000000000000000000, 4005148294.000000000000000000, 4006448435.000000000000000000, 4005355097.000000000000000000, 4004335558.000000000000000000, 4005389043.000000000000000000, 4004839744.000000000000000000, 4005556492.000000000000000000, 4005796992.000000000000000000, 4004497248.000000000000000000, 4005988134.000000000000000000, 4005881027.000000000000000000, 4004638304.000000000000000000, 4006191046.000000000000000000, 4004723289.000000000000000000, 4006172825.000000000000000000, 4005561235.000000000000000000, 4005658636.000000000000000000, 4006005936.000000000000000000, 3260272025.000000000000000000]","[true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]",[false],"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]"
10.10.1.36,51153,10.10.0.2,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.1.25,41020,10.10.1.33,5201,6,2022-08-10T20:23:47.000-07:00,13.435028842544403,"[0.0, 9.5]","","[0E-18, 19.000000000000000000]","[false, false]",[false],"[true, true]"
10.10.1.36,54720,10.10.0.2,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.0.2,39922,10.0.2.3,53,6,2022-08-11T05:03:53.000-07:00,90.50966799187809,"[0.0, 64.0]","","[0E-18, 128.000000000000000000]","[false, false]",[false],"[true, true]"
10.10.1.25,52372,10.10.1.33,5201,6,2022-08-08T19:54:35.000-07:00,13.435028842544403,"[0.0, 9.5]","","[0E-18, 19.000000000000000000]","[false, false]",[false],"[true, true]"
10.10.0.3,48774,10.0.2.3,53,6,2022-08-11T05:03:53.000-07:00,90.50966799187809,"[0.0, 64.0]","","[0E-18, 128.000000000000000000]","[false, false]",[false],"[true, true]"
10.10.1.32,58890,10.10.1.37,9000,6,2022-08-02T07:50:47.000-07:00,2150.404231566657,"[0.0, 0.0, 0.0, 1312.0, 656.0, 328.0, 2988.5, 1494.25, 2164.625, 1082.3125, 3320.15625, 1660.078125, 2142.0390625, 1071.01953125, 3152.009765625, 1576.0048828125, 2100.00244140625, 1050.001220703125, 3141.5006103515625, 1570.7503051757812, 2097.3751525878906, 1048.6875762939453, 3140.8437881469727, 1570.4218940734863, 3401.710947036743, 3016.8554735183716, 1508.4277367591858, 754.2138683795929, 1689.1069341897964, 844.5534670948982, 422.2767335474491]","[0.0, 0.0, 0.0, 0.0, 2624.0000040603104, 2.5892887737697006, 4.238609463413923E-12, 1.5638226020788797, 6.304106148291301, 2.465113079007415, 54.882330138178496, 1.8655656808263128, 218.93348879662244, 1.9399514582650053, 328.72677365366906, 1.159664012411275, 588.5725139010382, 1.3280487636275073, 608.8473060325848, 0.7560973449481083, 924.723834853622, 0.9924721702914441, 847.1403256334111, 0.5349865242857295, 1213.4384060067166, 0.5601351640413677, 19.499142861682717, 8815.359006530609, 210.22871020081777, 1.0381950579880228, 292.474916994248]","[0E-18, 0E-18, 0E-18, 2624.000000000000000000, 0E-18, 0E-18, 5649.000000000000000000, 0E-18, 2835.000000000000000000, 0E-18, 5558.000000000000000000, 0E-18, 2624.000000000000000000, 0E-18, 5233.000000000000000000, 0E-18, 2624.000000000000000000, 0E-18, 5233.000000000000000000, 0E-18, 2624.000000000000000000, 0E-18, 5233.000000000000000000, 0E-18, 5233.000000000000000000, 2632.000000000000000000, 0E-18, 0E-18, 2624.000000000000000000, 0E-18, 0E-18]","[false, false, false, false, false, false, true, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]","[false, false, false, true, true, false, true, false, true, false, true, false, true, false, true, false, false, false, true, false, false, false, true, false, true, true, false, true, true, false, false]","[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
10.10.1.36,37029,10.10.0.3,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.1.25,33232,10.10.1.33,5201,6,2022-08-08T07:06:04.000-07:00,6.363961030678928,"[0.0, 4.5]","","[0E-18, 9.000000000000000000]","[false, false]",[false],"[true, true]"
10.10.1.36,44948,10.10.0.2,53,17,2022-08-11T05:03:53.000-07:00,"",[0.0],"",[0E-18],[false],[false],[true]
10.10.1.25,45036,10.10.1.33,5201,6,2022-08-08T18:53:58.000-07:00,3.603856490986184E8,"[2.002773528E9, 3.0044983685E9, 3.50507029125E9, 3.755216411125E9, 3.8811664195625E9, 3.94335084778125E9, 3.974348063890625E9, 3.9882279179453125E9, 3.9970144019726562E9, 4.001094059986328E9, 4.007750219993164E9, 4.005818960996582E9, 4.006031585998291E9, 4.0057261224991455E9, 4.0042849537495728E9, 4.0052825918747864E9, 4.005319690937393E9, 4.0059773219686966E9, 4.0044921949843483E9, 4.005228609492174E9, 4.005086640746087E9, 4.0048238673730435E9, 4.0060700996865215E9, 4.005690785843261E9, 4.0051670869216304E9, 4.0051778504608154E9, 4.0054086467304077E9, 4.005584836865204E9, 4.005672435932602E9, 4.008040775966301E9, 4.0067474804831505E9, 4.0063300007415752E9, 4.0064578833707876E9, 4.004423231185394E9, 4.004500922592697E9, 4.0049554532963486E9, 4.0055623921481743E9, 4.005441730074087E9, 4.0049553545370436E9, 4.005266531268522E9, 4.005304532634261E9, 4.0060700278171306E9, 4.0057149864085655E9, 4.0053252772042828E9, 4.0048548256021414E9, 4.0052213423010707E9, 4.0052984116505356E9, 4.005150191325268E9, 4.005246404162634E9, 4.005046090081317E9, 4.0055248240406585E9, 4.0020930710203295E9, 4.0042093015101647E9, 4.009107943255082E9, 4.006903139627541E9, 4.0067015903137703E9, 4.004155342156885E9, 4.0050265860784426E9, 4.0048349535392213E9, 2.6094452732696104E9]","","[4005547056.000000000000000000, 4006223209.000000000000000000, 4005642214.000000000000000000, 4005362531.000000000000000000, 4007116428.000000000000000000, 4005535276.000000000000000000, 4005345280.000000000000000000, 4002107772.000000000000000000, 4005800886.000000000000000000, 4005173718.000000000000000000, 4014406380.000000000000000000, 4003887702.000000000000000000, 4006244211.000000000000000000, 4005420659.000000000000000000, 4002843785.000000000000000000, 4006280230.000000000000000000, 4005356790.000000000000000000, 4006634953.000000000000000000, 4003007068.000000000000000000, 4005965024.000000000000000000, 4004944672.000000000000000000, 4004561094.000000000000000000, 4007316332.000000000000000000, 4005311472.000000000000000000, 4004643388.000000000000000000, 4005188614.000000000000000000, 4005639443.000000000000000000, 4005761027.000000000000000000, 4005760035.000000000000000000, 4010409116.000000000000000000, 4005454185.000000000000000000, 4005912521.000000000000000000, 4006585766.000000000000000000, 4002388579.000000000000000000, 4004578614.000000000000000000, 4005409984.000000000000000000, 4006169331.000000000000000000, 4005321068.000000000000000000, 4004468979.000000000000000000, 4005577708.000000000000000000, 4005342534.000000000000000000, 4006835523.000000000000000000, 4005359945.000000000000000000, 4004935568.000000000000000000, 4004384374.000000000000000000, 4005587859.000000000000000000, 4005375481.000000000000000000, 4005001971.000000000000000000, 4005342617.000000000000000000, 4004845776.000000000000000000, 4006003558.000000000000000000, 3998661318.000000000000000000, 4006325532.000000000000000000, 4014006585.000000000000000000, 4004698336.000000000000000000, 4006500041.000000000000000000, 4001609094.000000000000000000, 4005897830.000000000000000000, 4004643321.000000000000000000, 1214055593.000000000000000000]","[true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]",[false],"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true]"
10.10.1.36,51462,10.10.0.2,53,6,2022-08-11T05:03:53.000-07:00,"",[280.5],"",[561.000000000000000000],[false],[false],[true]
10.10.1.36,47034,34.120.177.193,443,6,2022-08-11T05:03:53.000-07:00,69.5,"[0.0, 0.0, 0.0, 69.5]","[0.0, 0.0, 0.0, 0.0]","[0E-18, 0E-18, 0E-18, 139.000000000000000000]","[false, false, false, false]","[false, false, false, true]","[false, false, false, false]"
